Timestamp, Message
2023/04/05 10:03:22,Setting should be playing to true...
2023/04/05 10:03:22,WebCamTextureToMatHelper: Devicename:HD Pro Webcam C920 name: width:640 height:480 fps:60 videoRotationAngle:0 videoVerticallyMirrored:False isFrongFacing:True
2023/04/05 10:03:22,Calling OnWebCamTextureToMatHelperInitialized...
2023/04/05 10:03:22,OnWebCamTextureToMatHelperInitialized. Screen.width 1920 Screen.height 1080 Screen.orientation Portrait
2023/04/05 10:03:22,GameEvent raised: WebcamTextureToMatHelperInitialized
2023/04/05 10:03:22,Resetting update count...
2023/04/05 10:03:22,GameEvent raised: WindowsRefreshed
2023/04/05 10:03:22,GameEvent raised: CloseAllWindows
2023/04/05 10:03:22,Starting app...
2023/04/05 10:03:22,GameEvent raised: Attract
2023/04/05 10:03:23,GameEvent raised: NonScanWindowIsIn
2023/04/05 10:03:23,Webcam pausing...
2023/04/05 10:03:23,Resetting update count...
2023/04/05 10:03:23,Setting should be playing to false...
2023/04/05 10:03:25,Closing attract...
2023/04/05 10:03:27,GameEvent raised: CloseAllWindows
2023/04/05 10:03:27,GameEvent raised: ScanWindow
2023/04/05 10:03:27,GameEvent raised: Start Click
2023/04/05 10:03:28,GameEvent raised: ScanWindowIsIn
2023/04/05 10:03:28,Webcam playing...
2023/04/05 10:03:28,Resetting update count...
2023/04/05 10:03:28,Setting should be playing to true...
2023/04/05 10:03:47,GameEvent raised: On Begin Scan
2023/04/05 10:03:56,GameEvent raised: On Begin Scan
2023/04/05 10:04:11,Resetting timeout to 10:04:26 AM
2023/04/05 10:04:11,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 1304; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: -1
2023/04/05 10:04:21,Quit application via 'Escape' key.
2023/04/05 10:04:21,Application Quit
2023/04/05 10:04:21,Releasing resources...
2023/04/05 10:04:21,OnWebCamTextureToMatHelperDisposed
2023/04/05 10:04:21,Ending parallel refined scan thread...
2023/04/05 10:06:16,Application Awake - version #2023.1.18
2023/04/05 10:06:16,Primary Display    App (screen dims): 1920 x 1080 (1.777778)   "Current Resolution": 1920 x 1080   Rendering Res: 1920 x 1080   System Res: 1920 x 1080
2023/04/05 10:06:16,Activated second display.   Rendering Res: 1920 x 1080   System Res: 1920 x 1080
2023/04/05 10:06:16,Opening attract...
2023/04/05 10:06:16,GameEvent raised: CloseAllWindows
2023/04/05 10:06:16,GameEvent raised: MuralPositionsLoaded
2023/04/05 10:06:16,GameEvent raised: ConfigLoaded
2023/04/05 10:06:16,Initializing from myWebCamTextureToMatHelper...
2023/04/05 10:06:16,Successfully found correct camera.
2023/04/05 10:06:16,NEW webCamTexture ID: -276
2023/04/05 10:06:16,NEW webCamTexture width: 16
2023/04/05 10:06:16,NEW webCamTexture height: 16
2023/04/05 10:06:17,Resetting update count...
2023/04/05 10:06:17,Setting should be playing to true...
2023/04/05 10:06:17,WebCamTextureToMatHelper: Devicename:HD Pro Webcam C920 name: width:640 height:480 fps:60 videoRotationAngle:0 videoVerticallyMirrored:False isFrongFacing:True
2023/04/05 10:06:17,Calling OnWebCamTextureToMatHelperInitialized...
2023/04/05 10:06:17,OnWebCamTextureToMatHelperInitialized. Screen.width 1920 Screen.height 1080 Screen.orientation Portrait
2023/04/05 10:06:17,GameEvent raised: WebcamTextureToMatHelperInitialized
2023/04/05 10:06:17,Resetting update count...
2023/04/05 10:06:17,GameEvent raised: WindowsRefreshed
2023/04/05 10:06:17,GameEvent raised: CloseAllWindows
2023/04/05 10:06:17,Starting app...
2023/04/05 10:06:17,GameEvent raised: Attract
2023/04/05 10:06:17,GameEvent raised: NonScanWindowIsIn
2023/04/05 10:06:17,Webcam pausing...
2023/04/05 10:06:17,Resetting update count...
2023/04/05 10:06:17,Setting should be playing to false...
2023/04/05 10:06:24,Closing attract...
2023/04/05 10:06:36,GameEvent raised: CloseAllWindows
2023/04/05 10:06:36,GameEvent raised: ScanWindow
2023/04/05 10:06:36,GameEvent raised: Start Click
2023/04/05 10:06:36,GameEvent raised: ScanWindowIsIn
2023/04/05 10:06:36,Webcam playing...
2023/04/05 10:06:36,Resetting update count...
2023/04/05 10:06:36,Setting should be playing to true...
2023/04/05 10:06:47,GameEvent raised: On Begin Scan
2023/04/05 10:06:47,Refined scan thread successfully created and executed in 3.9994 milliseconds.
2023/04/05 10:06:47,GameEvent raised: NewPreview
2023/04/05 10:06:47,Refined scan successfully copied to preview mats in 2.996 milliseconds.
2023/04/05 10:06:48,GameEvent raised: ScanAgain
2023/04/05 10:06:49,GameEvent raised: On Begin Scan
2023/04/05 10:06:49,Refined scan thread successfully created and executed in 2.0098 milliseconds.
2023/04/05 10:06:49,GameEvent raised: NewPreview
2023/04/05 10:06:49,Refined scan successfully copied to preview mats in 2.5143 milliseconds.
2023/04/05 10:06:51,GameEvent raised: ScanAgain
2023/04/05 10:06:52,GameEvent raised: On Begin Scan
2023/04/05 10:06:52,Refined scan thread successfully created and executed in 1.0084 milliseconds.
2023/04/05 10:06:52,GameEvent raised: NewPreview
2023/04/05 10:06:52,Refined scan successfully copied to preview mats in 1.9966 milliseconds.
2023/04/05 10:06:54,GameEvent raised: ScanAgain
2023/04/05 10:07:06,Resetting timeout to 10:07:21 AM
2023/04/05 10:07:06,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 847; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: -1
2023/04/05 10:07:07,GameEvent raised: On Begin Scan
2023/04/05 10:07:07,Refined scan thread successfully created and executed in 1.9957 milliseconds.
2023/04/05 10:07:07,GameEvent raised: NewPreview
2023/04/05 10:07:07,Refined scan successfully copied to preview mats in 0.9993 milliseconds.
2023/04/05 10:07:08,GameEvent raised: ScanAgain
2023/04/05 10:07:08,GameEvent raised: On Begin Scan
2023/04/05 10:07:08,Refined scan thread successfully created and executed in 0.9981 milliseconds.
2023/04/05 10:07:08,GameEvent raised: NewPreview
2023/04/05 10:07:08,Refined scan successfully copied to preview mats in 2.0788 milliseconds.
2023/04/05 10:07:09,GameEvent raised: ScanAgain
2023/04/05 10:07:09,GameEvent raised: On Begin Scan
2023/04/05 10:07:09,Refined scan thread successfully created and executed in 2.0009 milliseconds.
2023/04/05 10:07:09,GameEvent raised: NewPreview
2023/04/05 10:07:09,Refined scan successfully copied to preview mats in 1 milliseconds.
2023/04/05 10:07:09,GameEvent raised: ScanAgain
2023/04/05 10:07:09,GameEvent raised: On Begin Scan
2023/04/05 10:07:09,Refined scan thread successfully created and executed in 2.0068 milliseconds.
2023/04/05 10:07:09,GameEvent raised: NewPreview
2023/04/05 10:07:09,Refined scan successfully copied to preview mats in 2.0001 milliseconds.
2023/04/05 10:07:10,GameEvent raised: ScanAgain
2023/04/05 10:07:10,GameEvent raised: On Begin Scan
2023/04/05 10:07:10,Refined scan thread successfully created and executed in 1 milliseconds.
2023/04/05 10:07:10,GameEvent raised: NewPreview
2023/04/05 10:07:10,Refined scan successfully copied to preview mats in 2.0077 milliseconds.
2023/04/05 10:07:10,GameEvent raised: ScanAgain
2023/04/05 10:07:10,GameEvent raised: On Begin Scan
2023/04/05 10:07:10,Refined scan thread successfully created and executed in 2.0018 milliseconds.
2023/04/05 10:07:10,GameEvent raised: NewPreview
2023/04/05 10:07:10,Refined scan successfully copied to preview mats in 1.0073 milliseconds.
2023/04/05 10:07:10,GameEvent raised: ScanAgain
2023/04/05 10:07:11,GameEvent raised: On Begin Scan
2023/04/05 10:07:11,Refined scan thread successfully created and executed in 1.0016 milliseconds.
2023/04/05 10:07:11,GameEvent raised: NewPreview
2023/04/05 10:07:11,Refined scan successfully copied to preview mats in 0.9991 milliseconds.
2023/04/05 10:07:11,GameEvent raised: ScanAgain
2023/04/05 10:07:11,GameEvent raised: On Begin Scan
2023/04/05 10:07:11,Refined scan thread successfully created and executed in 2.0063 milliseconds.
2023/04/05 10:07:11,GameEvent raised: NewPreview
2023/04/05 10:07:11,Refined scan successfully copied to preview mats in 0.9991 milliseconds.
2023/04/05 10:07:11,GameEvent raised: ScanAgain
2023/04/05 10:07:11,GameEvent raised: On Begin Scan
2023/04/05 10:07:11,Refined scan thread successfully created and executed in 2.0037 milliseconds.
2023/04/05 10:07:11,GameEvent raised: NewPreview
2023/04/05 10:07:11,Refined scan successfully copied to preview mats in 1.9999 milliseconds.
2023/04/05 10:07:11,GameEvent raised: ScanAgain
2023/04/05 10:07:12,GameEvent raised: On Begin Scan
2023/04/05 10:07:12,Refined scan thread successfully created and executed in 2.0014 milliseconds.
2023/04/05 10:07:12,GameEvent raised: NewPreview
2023/04/05 10:07:12,Refined scan successfully copied to preview mats in 2 milliseconds.
2023/04/05 10:07:12,GameEvent raised: ScanAgain
2023/04/05 10:07:12,GameEvent raised: On Begin Scan
2023/04/05 10:07:12,Refined scan thread successfully created and executed in 1.5044 milliseconds.
2023/04/05 10:07:12,GameEvent raised: NewPreview
2023/04/05 10:07:12,Refined scan successfully copied to preview mats in 2.5388 milliseconds.
2023/04/05 10:07:12,GameEvent raised: ScanAgain
2023/04/05 10:07:12,GameEvent raised: On Begin Scan
2023/04/05 10:07:12,Refined scan thread successfully created and executed in 0.999 milliseconds.
2023/04/05 10:07:12,GameEvent raised: NewPreview
2023/04/05 10:07:12,Refined scan successfully copied to preview mats in 2.0014 milliseconds.
2023/04/05 10:07:13,GameEvent raised: ScanAgain
2023/04/05 10:07:13,GameEvent raised: On Begin Scan
2023/04/05 10:07:13,Refined scan thread successfully created and executed in 1.0355 milliseconds.
2023/04/05 10:07:13,GameEvent raised: NewPreview
2023/04/05 10:07:13,Refined scan successfully copied to preview mats in 2.0028 milliseconds.
2023/04/05 10:07:13,GameEvent raised: ScanAgain
2023/04/05 10:07:13,GameEvent raised: On Begin Scan
2023/04/05 10:07:13,Refined scan thread successfully created and executed in 2.5131 milliseconds.
2023/04/05 10:07:13,GameEvent raised: NewPreview
2023/04/05 10:07:13,Refined scan successfully copied to preview mats in 2.0063 milliseconds.
2023/04/05 10:07:13,GameEvent raised: ScanAgain
2023/04/05 10:07:14,GameEvent raised: On Begin Scan
2023/04/05 10:07:14,Refined scan thread successfully created and executed in 0.9984 milliseconds.
2023/04/05 10:07:14,GameEvent raised: NewPreview
2023/04/05 10:07:14,Refined scan successfully copied to preview mats in 2.0012 milliseconds.
2023/04/05 10:07:14,GameEvent raised: ScanAgain
2023/04/05 10:07:14,GameEvent raised: On Begin Scan
2023/04/05 10:07:14,Refined scan thread successfully created and executed in 1.0008 milliseconds.
2023/04/05 10:07:14,GameEvent raised: NewPreview
2023/04/05 10:07:14,Refined scan successfully copied to preview mats in 1.9977 milliseconds.
2023/04/05 10:07:14,GameEvent raised: ScanAgain
2023/04/05 10:07:14,GameEvent raised: On Begin Scan
2023/04/05 10:07:14,Refined scan thread successfully created and executed in 1.0035 milliseconds.
2023/04/05 10:07:14,GameEvent raised: NewPreview
2023/04/05 10:07:14,Refined scan successfully copied to preview mats in 2.5129 milliseconds.
2023/04/05 10:07:15,GameEvent raised: ScanAgain
2023/04/05 10:07:15,GameEvent raised: On Begin Scan
2023/04/05 10:07:15,Refined scan thread successfully created and executed in 2.0589 milliseconds.
2023/04/05 10:07:15,GameEvent raised: NewPreview
2023/04/05 10:07:15,Refined scan successfully copied to preview mats in 1.9997 milliseconds.
2023/04/05 10:07:15,GameEvent raised: ScanAgain
2023/04/05 10:07:15,GameEvent raised: On Begin Scan
2023/04/05 10:07:15,Refined scan thread successfully created and executed in 1.9989 milliseconds.
2023/04/05 10:07:15,GameEvent raised: NewPreview
2023/04/05 10:07:15,Refined scan successfully copied to preview mats in 1.5043 milliseconds.
2023/04/05 10:07:15,GameEvent raised: ScanAgain
2023/04/05 10:07:16,GameEvent raised: On Begin Scan
2023/04/05 10:07:16,Refined scan thread successfully created and executed in 2.01 milliseconds.
2023/04/05 10:07:16,GameEvent raised: NewPreview
2023/04/05 10:07:16,Refined scan successfully copied to preview mats in 1.9953 milliseconds.
2023/04/05 10:07:16,GameEvent raised: ScanAgain
2023/04/05 10:07:16,GameEvent raised: On Begin Scan
2023/04/05 10:07:16,Refined scan thread successfully created and executed in 1.9989 milliseconds.
2023/04/05 10:07:16,GameEvent raised: NewPreview
2023/04/05 10:07:16,Refined scan successfully copied to preview mats in 0.9988 milliseconds.
2023/04/05 10:07:16,GameEvent raised: ScanAgain
2023/04/05 10:07:16,GameEvent raised: On Begin Scan
2023/04/05 10:07:16,Refined scan thread successfully created and executed in 2.9982 milliseconds.
2023/04/05 10:07:16,GameEvent raised: NewPreview
2023/04/05 10:07:16,Refined scan successfully copied to preview mats in 0.9999 milliseconds.
2023/04/05 10:07:16,GameEvent raised: ScanAgain
2023/04/05 10:07:17,GameEvent raised: On Begin Scan
2023/04/05 10:07:17,Refined scan thread successfully created and executed in 1.7863 milliseconds.
2023/04/05 10:07:17,GameEvent raised: NewPreview
2023/04/05 10:07:17,Refined scan successfully copied to preview mats in 0.9989 milliseconds.
2023/04/05 10:07:21,Resetting timeout to 10:07:36 AM
2023/04/05 10:07:21,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 1268; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 847
2023/04/05 10:07:36,Resetting timeout to 10:07:51 AM
2023/04/05 10:07:36,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 1717; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 1268
2023/04/05 10:07:51,Resetting timeout to 10:08:06 AM
2023/04/05 10:07:51,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 2167; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 1717
2023/04/05 10:08:06,Resetting timeout to 10:08:21 AM
2023/04/05 10:08:06,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 2617; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 2167
2023/04/05 10:08:21,Resetting timeout to 10:08:36 AM
2023/04/05 10:08:21,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 3068; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 2617
2023/04/05 10:08:36,Resetting timeout to 10:08:51 AM
2023/04/05 10:08:36,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 3518; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 3068
2023/04/05 10:08:51,Resetting timeout to 10:09:06 AM
2023/04/05 10:08:51,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 3968; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 3518
2023/04/05 10:09:06,Resetting timeout to 10:09:21 AM
2023/04/05 10:09:06,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 4418; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 3968
2023/04/05 10:09:17,Opening attract...
2023/04/05 10:09:21,Resetting timeout to 10:09:36 AM
2023/04/05 10:09:21,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 4868; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 4418
2023/04/05 10:09:36,Resetting timeout to 10:09:51 AM
2023/04/05 10:09:36,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 5318; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 4868
2023/04/05 10:09:51,Resetting timeout to 10:10:06 AM
2023/04/05 10:09:51,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 5768; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 5318
2023/04/05 10:10:06,Resetting timeout to 10:10:21 AM
2023/04/05 10:10:06,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 6219; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 5768
2023/04/05 10:10:21,Resetting timeout to 10:10:36 AM
2023/04/05 10:10:21,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 6669; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 6219
2023/04/05 10:10:36,Resetting timeout to 10:10:51 AM
2023/04/05 10:10:36,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 7119; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 6669
2023/04/05 10:10:51,Resetting timeout to 10:11:06 AM
2023/04/05 10:10:51,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 7569; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 7119
2023/04/05 10:11:06,Resetting timeout to 10:11:21 AM
2023/04/05 10:11:06,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 8019; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 7569
2023/04/05 10:11:21,Resetting timeout to 10:11:36 AM
2023/04/05 10:11:21,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 8469; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 8019
2023/04/05 10:11:36,Resetting timeout to 10:11:51 AM
2023/04/05 10:11:36,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 8919; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 8469
2023/04/05 10:11:51,Resetting timeout to 10:12:06 AM
2023/04/05 10:11:51,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 9369; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 8919
2023/04/05 10:12:06,Resetting timeout to 10:12:21 AM
2023/04/05 10:12:06,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 9820; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 9369
2023/04/05 10:12:21,Resetting timeout to 10:12:36 AM
2023/04/05 10:12:21,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 10270; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 9820
2023/04/05 10:12:36,Resetting timeout to 10:12:51 AM
2023/04/05 10:12:36,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 10720; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 10270
2023/04/05 10:12:51,Resetting timeout to 10:13:06 AM
2023/04/05 10:12:51,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 11170; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 10720
2023/04/05 10:13:06,Resetting timeout to 10:13:21 AM
2023/04/05 10:13:06,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 11620; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 11170
2023/04/05 10:13:21,Resetting timeout to 10:13:36 AM
2023/04/05 10:13:21,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 12070; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 11620
2023/04/05 10:13:28,Closing attract...
2023/04/05 10:13:30,GameEvent raised: ScanAgain
2023/04/05 10:13:36,Resetting timeout to 10:13:51 AM
2023/04/05 10:13:36,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 12520; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 12070
2023/04/05 10:13:44,GameEvent raised: On Begin Scan
2023/04/05 10:13:44,Refined scan thread successfully created and executed in 2.0095 milliseconds.
2023/04/05 10:13:44,GameEvent raised: NewPreview
2023/04/05 10:13:44,Refined scan successfully copied to preview mats in 1.9996 milliseconds.
2023/04/05 10:13:45,GameEvent raised: ScanAgain
2023/04/05 10:13:46,GameEvent raised: On Begin Scan
2023/04/05 10:13:46,Refined scan thread successfully created and executed in 1.5082 milliseconds.
2023/04/05 10:13:46,GameEvent raised: NewPreview
2023/04/05 10:13:46,Refined scan successfully copied to preview mats in 1.0124 milliseconds.
2023/04/05 10:13:46,GameEvent raised: ScanAgain
2023/04/05 10:13:51,Resetting timeout to 10:14:06 AM
2023/04/05 10:13:51,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 12951; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 12520
2023/04/05 10:14:06,Resetting timeout to 10:14:21 AM
2023/04/05 10:14:06,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 13388; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 12951
2023/04/05 10:14:21,Resetting timeout to 10:14:36 AM
2023/04/05 10:14:21,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 13838; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: 13388
2023/04/05 10:14:27,Quit application via 'Escape' key.
2023/04/05 10:14:27,Application Quit
2023/04/05 10:14:28,Releasing resources...
2023/04/05 10:14:28,OnWebCamTextureToMatHelperDisposed
2023/04/05 10:15:21,Application Awake - version #2023.1.18
2023/04/05 10:15:21,Primary Display    App (screen dims): 1920 x 1080 (1.777778)   "Current Resolution": 1920 x 1080   Rendering Res: 1920 x 1080   System Res: 1920 x 1080
2023/04/05 10:15:21,Activated second display.   Rendering Res: 1920 x 1080   System Res: 1920 x 1080
2023/04/05 10:15:21,Opening attract...
2023/04/05 10:15:21,GameEvent raised: CloseAllWindows
2023/04/05 10:15:21,GameEvent raised: MuralPositionsLoaded
2023/04/05 10:15:21,GameEvent raised: ConfigLoaded
2023/04/05 10:15:21,Initializing from myWebCamTextureToMatHelper...
2023/04/05 10:15:21,Successfully found correct camera.
2023/04/05 10:15:21,NEW webCamTexture ID: -276
2023/04/05 10:15:21,NEW webCamTexture width: 16
2023/04/05 10:15:21,NEW webCamTexture height: 16
2023/04/05 10:15:22,Resetting update count...
2023/04/05 10:15:22,Setting should be playing to true...
2023/04/05 10:15:22,WebCamTextureToMatHelper: Devicename:HD Pro Webcam C920 name: width:640 height:480 fps:60 videoRotationAngle:0 videoVerticallyMirrored:False isFrongFacing:True
2023/04/05 10:15:22,Calling OnWebCamTextureToMatHelperInitialized...
2023/04/05 10:15:22,OnWebCamTextureToMatHelperInitialized. Screen.width 1920 Screen.height 1080 Screen.orientation Portrait
2023/04/05 10:15:22,GameEvent raised: WebcamTextureToMatHelperInitialized
2023/04/05 10:15:22,Resetting update count...
2023/04/05 10:15:22,GameEvent raised: WindowsRefreshed
2023/04/05 10:15:22,GameEvent raised: CloseAllWindows
2023/04/05 10:15:22,Starting app...
2023/04/05 10:15:22,GameEvent raised: Attract
2023/04/05 10:15:22,GameEvent raised: NonScanWindowIsIn
2023/04/05 10:15:22,Webcam pausing...
2023/04/05 10:15:22,Resetting update count...
2023/04/05 10:15:22,Setting should be playing to false...
2023/04/05 10:15:39,Closing attract...
2023/04/05 10:15:41,GameEvent raised: CloseAllWindows
2023/04/05 10:15:41,GameEvent raised: ScanWindow
2023/04/05 10:15:41,GameEvent raised: ScanWindowIsIn
2023/04/05 10:15:41,Webcam playing...
2023/04/05 10:15:41,Resetting update count...
2023/04/05 10:15:41,Setting should be playing to true...
2023/04/05 10:16:11,Resetting timeout to 10:16:26 AM
2023/04/05 10:16:11,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 838; shouldBePlaying: True; saved webCamTextureID: -276; current ID: -276; lastUpdateCount: -1
2023/04/05 10:16:22,Quit application via 'Escape' key.
2023/04/05 10:16:22,Application Quit
2023/04/05 10:16:23,Releasing resources...
2023/04/05 10:16:23,OnWebCamTextureToMatHelperDisposed
2023/04/05 10:17:05,Application Awake - version #2023.1.18
2023/04/05 10:17:05,Primary Display    App (screen dims): 1920 x 1080 (1.777778)   "Current Resolution": 1920 x 1080   Rendering Res: 1920 x 1080   System Res: 1920 x 1080
2023/04/05 10:17:05,Activated second display.   Rendering Res: 1920 x 1080   System Res: 1920 x 1080
2023/04/05 10:17:05,GameEvent raised: ConfigLoaded
2023/04/05 10:17:05,Initializing from myWebCamTextureToMatHelper...
2023/04/05 10:17:05,Successfully found correct camera.
2023/04/05 10:17:05,NEW webCamTexture ID: -138
2023/04/05 10:17:05,NEW webCamTexture width: 16
2023/04/05 10:17:05,NEW webCamTexture height: 16
2023/04/05 10:17:06,Resetting update count...
2023/04/05 10:17:06,Setting should be playing to true...
2023/04/05 10:17:06,WebCamTextureToMatHelper: Devicename:HD Pro Webcam C920 name: width:640 height:480 fps:60 videoRotationAngle:0 videoVerticallyMirrored:False isFrongFacing:True
2023/04/05 10:17:06,Calling OnWebCamTextureToMatHelperInitialized...
2023/04/05 10:17:06,OnWebCamTextureToMatHelperInitialized. Screen.width 1920 Screen.height 1080 Screen.orientation Portrait
2023/04/05 10:17:06,GameEvent raised: WebcamTextureToMatHelperInitialized
2023/04/05 10:17:06,Resetting update count...
2023/04/05 10:17:48,Refined scan thread successfully created and executed in 3.0006 milliseconds.
2023/04/05 10:17:48,GameEvent raised: NewPreview
2023/04/05 10:17:48,Refined scan successfully copied to preview mats in 2.6024 milliseconds.
2023/04/05 10:17:49,Refined scan thread successfully created and executed in 0.9985 milliseconds.
2023/04/05 10:17:49,GameEvent raised: NewPreview
2023/04/05 10:17:49,Refined scan successfully copied to preview mats in 0.9965 milliseconds.
2023/04/05 10:17:51,Refined scan thread successfully created and executed in 1.0049 milliseconds.
2023/04/05 10:17:51,GameEvent raised: NewPreview
2023/04/05 10:17:51,Refined scan successfully copied to preview mats in 0.9994 milliseconds.
2023/04/05 10:17:52,Refined scan thread successfully created and executed in 0.9983 milliseconds.
2023/04/05 10:17:52,GameEvent raised: NewPreview
2023/04/05 10:17:52,Refined scan successfully copied to preview mats in 1.9983 milliseconds.
2023/04/05 10:17:55,Resetting timeout to 10:18:10 AM
2023/04/05 10:17:55,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 1407; shouldBePlaying: True; saved webCamTextureID: -138; current ID: -138; lastUpdateCount: -1
2023/04/05 10:18:10,Resetting timeout to 10:18:25 AM
2023/04/05 10:18:10,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 1830; shouldBePlaying: True; saved webCamTextureID: -138; current ID: -138; lastUpdateCount: 1407
2023/04/05 10:18:20,Quit application via 'Escape' key.
2023/04/05 10:18:20,Application Quit
2023/04/05 10:18:20,Releasing resources...
2023/04/05 10:18:20,OnWebCamTextureToMatHelperDisposed
2023/04/05 10:19:24,Application Awake - version #2023.1.18
2023/04/05 10:19:24,Primary Display    App (screen dims): 1920 x 1080 (1.777778)   "Current Resolution": 1920 x 1080   Rendering Res: 1920 x 1080   System Res: 1920 x 1080
2023/04/05 10:19:24,Activated second display.   Rendering Res: 1920 x 1080   System Res: 1920 x 1080
2023/04/05 10:19:24,GameEvent raised: ConfigLoaded
2023/04/05 10:19:24,Initializing from myWebCamTextureToMatHelper...
2023/04/05 10:19:24,Successfully found correct camera.
2023/04/05 10:19:24,NEW webCamTexture ID: -138
2023/04/05 10:19:24,NEW webCamTexture width: 16
2023/04/05 10:19:24,NEW webCamTexture height: 16
2023/04/05 10:19:25,Resetting update count...
2023/04/05 10:19:25,Setting should be playing to true...
2023/04/05 10:19:25,WebCamTextureToMatHelper: Devicename:HD Pro Webcam C920 name: width:640 height:480 fps:60 videoRotationAngle:0 videoVerticallyMirrored:False isFrongFacing:True
2023/04/05 10:19:25,Calling OnWebCamTextureToMatHelperInitialized...
2023/04/05 10:19:25,OnWebCamTextureToMatHelperInitialized. Screen.width 1920 Screen.height 1080 Screen.orientation Portrait
2023/04/05 10:19:25,GameEvent raised: WebcamTextureToMatHelperInitialized
2023/04/05 10:19:25,Resetting update count...
2023/04/05 10:19:41,Refined scan thread successfully created and executed in 334.9406 milliseconds.
